mssv,student_name,class_name,edu_mail,national_id,address_id
19336051,Nguyễn Tiến Nam,KTPM15A,nam.19336051@student.iuh.edu.vn,728186781,161
19336061,Cao Thị Tố Nga,KTPM15A,nga.19336061@student.iuh.edu.vn,856655472,146
19336071,Đinh Thị Quỳnh Nga,HTTT15B,nga.19336071@student.iuh.edu.vn,930861073,278
19336081,Lương Thị Thuý Nga,HTTT15A,nga.19336081@student.iuh.edu.vn,965461947,223
19336091,Nguyễn Thị Nga,HTTT15A,nga.19336091@student.iuh.edu.vn,585532513,180
19336101,Nguyễn Thị Mỹ Nga,KHDL15B,nga.19336101@student.iuh.edu.vn,301924819,285
19336111,Nguyễn Thị Thiên Nga,HTTT15A,nga.19336111@student.iuh.edu.vn,449661964,224
19336121,Trần Thị Nga,KHMT15A,nga.19336121@student.iuh.edu.vn,980203777,139
19336131,Đặng Trần Mỹ Ngà,KHDL15A,nga.19336131@student.iuh.edu.vn,889885189,299
19336141,Võ Thị Ngà,HTTT15B,nga.19336141@student.iuh.edu.vn,712708520,260
19336151,Nguyễn Thị Ngãi,HTTT15A,ngai.19336151@student.iuh.edu.vn,521046879,252
19336161,Đặng Nguyễn Kim Ngân,KTPM15B,ngan.19336161@student.iuh.edu.vn,652471313,87
19336171,Hoàng Thị Kim Ngân,HTTT15B,ngan.19336171@student.iuh.edu.vn,690351235,150
19336181,Huỳnh Hiếu Ngân,KHDL15B,ngan.19336181@student.iuh.edu.vn,530903232,240
19336191,Nguyễn Thị Kim Ngân,HTTT15B,ngan.19336191@student.iuh.edu.vn,338990725,79
19336201,Phạm Thị Kim Ngân,HTTT15A,ngan.19336201@student.iuh.edu.vn,631865329,72
19336211,Phan Tuyết Ngân,KTPM15A,ngan.19336211@student.iuh.edu.vn,493538602,228
19336221,Phùng Thị Ngân,KTPM15A,ngan.19336221@student.iuh.edu.vn,563752400,249
19336231,Trần Bảo Hoàng Ngân,HTTT15C,ngan.19336231@student.iuh.edu.vn,927646366,258
19336241,Trần Bảo Hoàng Ngân,HTTT15C,ngan.19336241@student.iuh.edu.vn,832628209,156
19336251,Đoàn Thị Ngọc,KTPM15B,ngoc.19336251@student.iuh.edu.vn,935881044,133
19336261,Hồ Bích Ngọc,KHDL15B,ngoc.19336261@student.iuh.edu.vn,669399811,210
19336271,Hồ Bích Ngọc,KHDL15B,ngoc.19336271@student.iuh.edu.vn,602342625,3
19336281,Lê Thị Ngọc,HTTT15A,ngoc.19336281@student.iuh.edu.vn,691560274,99
19336291,Nguyễn Bích Ngọc,KHMT15B,ngoc.19336291@student.iuh.edu.vn,793635774,218
19336301,Nguyễn Thị Như Ngọc,HTTT15C,ngoc.19336301@student.iuh.edu.vn,503610008,252
19336311,Trần Thị Hồng Ngọc,HTTT15A,ngoc.19336311@student.iuh.edu.vn,415271105,83
19336321,Trần Thị Hồng Ngọc,HTTT15B,ngoc.19336321@student.iuh.edu.vn,673301848,272
19336331,Trần Thị Thanh Ngọc,HTTT15A,ngoc.19336331@student.iuh.edu.vn,292235932,98
19336341,Võ Đào Như Ngọc,HTTT15A,ngoc.19336341@student.iuh.edu.vn,237654860,236
19336351,Đỗ Băng Nguyên,HTTT15B,nguyen.19336351@student.iuh.edu.vn,764828786,150
19336361,Hồ Thị Hà Nguyên,KHMT15A,nguyen.19336361@student.iuh.edu.vn,254741414,141
19336371,Huỳnh Nhật Thảo Nguyên,KTPM15B,nguyen.19336371@student.iuh.edu.vn,574364972,29
19336381,Mai Thị Thảo Nguyên,KHMT15B,nguyen.19336381@student.iuh.edu.vn,371430564,204
19336391,Nguyễn Chân Nguyên,KTPM15A,nguyen.19336391@student.iuh.edu.vn,510647570,56
19336401,Nguyễn Ngọc Thảo Nguyên,HTTT15B,nguyen.19336401@student.iuh.edu.vn,236260178,100
19336411,Nguyễn Văn Thảo Nguyên,KTPM15A,nguyen.19336411@student.iuh.edu.vn,408755078,79
19336421,Tạ Duy Nguyên,HTTT15B,nguyen.19336421@student.iuh.edu.vn,807845305,72
19336431,Nguyễn Minh Nguyệt,HTTT15B,nguyet.19336431@student.iuh.edu.vn,821685349,77
19336441,Nguyễn Thị Nguyệt,KHMT15A,nguyet.19336441@student.iuh.edu.vn,633238574,26
19336451,Nguyễn Hữu Nhàn,HTTT15B,nhan.19336451@student.iuh.edu.vn,896346357,145
19336461,Nguyễn Thị Linh Nhâm,HTTT15B,nham.19336461@student.iuh.edu.vn,934268448,148
19336471,Hồ Hoàng Nhân,KHDL15B,nhan.19336471@student.iuh.edu.vn,805385296,6
19336481,Trần Thiện Nhân,KHMT15A,nhan.19336481@student.iuh.edu.vn,280300264,180
19336491,Nguyễn Đăng Nhật,HTTT15A,nhat.19336491@student.iuh.edu.vn,405597725,109
19336501,Đoàn Trần Thùy Nhi,HTTT15A,nhi.19336501@student.iuh.edu.vn,384241738,163
19336511,Nguyễn Mai Yến Nhi,KTPM15B,nhi.19336511@student.iuh.edu.vn,497130356,99
19336521,Nguyễn Mai Yến Nhi,KHMT15B,nhi.19336521@student.iuh.edu.vn,348699799,211
19336531,Nguyễn Thị Hoài Nhi,HTTT15A,nhi.19336531@student.iuh.edu.vn,815934181,105
19336541,Nguyễn Trúc Nhi,KHDL15B,nhi.19336541@student.iuh.edu.vn,692859580,32
19336551,Phan Nguyễn Thảo Nhi,HTTT15B,nhi.19336551@student.iuh.edu.vn,264307183,99
19336561,Phan Thị Yến Nhi,HTTT15A,nhi.19336561@student.iuh.edu.vn,923154145,150
19336571,Trần Thị Duyên Nhi,KHDL15B,nhi.19336571@student.iuh.edu.vn,578250387,245
19336581,Trương Thảo Nhi,KTPM15A,nhi.19336581@student.iuh.edu.vn,789110464,42
19336591,Trương Thị Yến Nhi,KTPM15A,nhi.19336591@student.iuh.edu.vn,460569650,20
19336601,Trần Nguyễn Hà Như,KHMT15A,nhu.19336601@student.iuh.edu.vn,643290873,294
19336611,Châu Thị Ngọc Nhung,KHMT15B,nhung.19336611@student.iuh.edu.vn,818960238,226
19336621,Đặng Thị Nhung,KTPM15B,nhung.19336621@student.iuh.edu.vn,292123462,19
19336631,Nguyễn Thị Nhung,HTTT15B,nhung.19336631@student.iuh.edu.vn,314679072,239
19336641,Nguyễn Thị Nhung,KHMT15A,nhung.19336641@student.iuh.edu.vn,321758076,256
19336651,Nguyễn Thị Bích Nhung,KTPM15B,nhung.19336651@student.iuh.edu.vn,763178511,195
19336661,Nguyễn Thị Cẩm Nhung,KHDL15B,nhung.19336661@student.iuh.edu.vn,606509042,104
19336671,Nguyễn Thị Cẩm Nhung,KHMT15A,nhung.19336671@student.iuh.edu.vn,334033119,133
19336681,Nguyễn Thị Hồng Nhung,HTTT15A,nhung.19336681@student.iuh.edu.vn,276924743,13
19336691,Pơ Loong Nhung,HTTT15C,nhung.19336691@student.iuh.edu.vn,939059106,275
19336701,Trần Thị Nhung,HTTT15B,nhung.19336701@student.iuh.edu.vn,268204736,13
19336711,Trần Tuyết Nhung,KTPM15A,nhung.19336711@student.iuh.edu.vn,648989954,294
19336721,Ngô Hồ Tuyết Ni,KTPM15B,ni.19336721@student.iuh.edu.vn,876134620,212
19336731,Bùi Thị Nương,KHDL15A,nuong.19336731@student.iuh.edu.vn,427444272,132
19336741,Hoàng Thị Nương,KTPM15B,nuong.19336741@student.iuh.edu.vn,906266948,254
19336751,Nguyễn Thị Hoàng Oanh,HTTT15B,oanh.19336751@student.iuh.edu.vn,710322419,280
19336761,Nguyễn Thị Hoàng Oanh,KTPM15B,oanh.19336761@student.iuh.edu.vn,586863298,17
19336771,Trần Hoàng Oanh,HTTT15A,oanh.19336771@student.iuh.edu.vn,910363151,209
19336781,Trần Thị Hoàng Oanh,KTPM15B,oanh.19336781@student.iuh.edu.vn,871722437,183
19336791,Trần Thị Kim Oanh,KHMT15B,oanh.19336791@student.iuh.edu.vn,852218959,59
19336801,Đào Thị Hồng Phấn,KTPM15B,phan.19336801@student.iuh.edu.vn,798414944,269
19336811,Nguyễn Văn Phong,HTTT15A,phong.19336811@student.iuh.edu.vn,699714644,77
19336821,Nguyễn Văn Phong,HTTT15B,phong.19336821@student.iuh.edu.vn,813320179,29
19336831,Bùi Thị Thanh Phương,HTTT15B,phuong.19336831@student.iuh.edu.vn,882961590,195
19336841,Bùi Thị Thanh Phương,HTTT15C,phuong.19336841@student.iuh.edu.vn,357087111,296
19336851,Đỗ Thị Nam Phương,KHMT15A,phuong.19336851@student.iuh.edu.vn,331001621,289
19336861,Đỗ Thị Nam Phương,HTTT15A,phuong.19336861@student.iuh.edu.vn,400533621,211
19336871,Đỗ Thị Nam Phương,HTTT15C,phuong.19336871@student.iuh.edu.vn,742513102,13
19336881,Đỗ Thị Nam Phương,KHDL15B,phuong.19336881@student.iuh.edu.vn,782296288,125
19336891,Hoàng Ngọc Nam Phương,HTTT15B,phuong.19336891@student.iuh.edu.vn,861803612,228
19336901,Lê Thị Minh Phương,KTPM15B,phuong.19336901@student.iuh.edu.vn,930576384,223
19336911,Lê Thị Minh Phương,HTTT15A,phuong.19336911@student.iuh.edu.vn,702381932,155
19336921,Lê Thị Nhật Phương,KHDL15A,phuong.19336921@student.iuh.edu.vn,927689109,248
19336931,Nguyễn Hà Phương,HTTT15A,phuong.19336931@student.iuh.edu.vn,807030000,45
19336941,Nguyễn Minh Thảo Phương,KHMT15B,phuong.19336941@student.iuh.edu.vn,793499739,42
19336951,Nguyễn Ngọc Uyên Phương,KHDL15B,phuong.19336951@student.iuh.edu.vn,917177042,32
19336961,Nguyễn Quốc Phương,KHMT15A,phuong.19336961@student.iuh.edu.vn,923764817,228
19336971,Nguyễn Thị Bình Phương,HTTT15A,phuong.19336971@student.iuh.edu.vn,334973875,293
19336981,Nguyễn Thị Lan Phương,KTPM15A,phuong.19336981@student.iuh.edu.vn,771112741,167
19336991,Nguyễn Thị Mỹ Phương,KTPM15A,phuong.19336991@student.iuh.edu.vn,921432346,230
19337001,Nguyễn Thị Thùy Phương,KHMT15A,phuong.19337001@student.iuh.edu.vn,536323729,211
19337011,Phan Kiều Vy Phương,KTPM15B,phuong.19337011@student.iuh.edu.vn,840469687,16
19337021,Thái Thị Hoài Phương,HTTT15B,phuong.19337021@student.iuh.edu.vn,405477703,69
19337031,Thái Thị Uyên Phương,KHDL15A,phuong.19337031@student.iuh.edu.vn,263744195,242
19337041,Trần Thị Phương,KTPM15A,phuong.19337041@student.iuh.edu.vn,709330083,66
19337051,Trần Vũ Hồng Phương,HTTT15C,phuong.19337051@student.iuh.edu.vn,508616642,76
19337061,Lê Thị Kim Phước,HTTT15A,phuoc.19337061@student.iuh.edu.vn,497103495,77
19337071,Nguyễn Minh Phước,HTTT15C,phuoc.19337071@student.iuh.edu.vn,688751639,93
19337081,Bùi Thị Bích Phượng,KHMT15B,phuong.19337081@student.iuh.edu.vn,511740292,141
19337091,Chu Thị Phượng,HTTT15A,phuong.19337091@student.iuh.edu.vn,266738344,203
19337101,Đặng Thị Kim Phượng,HTTT15A,phuong.19337101@student.iuh.edu.vn,313038021,169
19337111,Hồ Nguyên Liên Phượng,KTPM15A,phuong.19337111@student.iuh.edu.vn,862079100,170
19337121,Nguyễn Thị Phượng,KHMT15B,phuong.19337121@student.iuh.edu.vn,995938803,244
19337131,Trần Thị Kim Phượng,HTTT15C,phuong.19337131@student.iuh.edu.vn,685219417,189
19337141,Trần Thị Kim Phượng,KTPM15B,phuong.19337141@student.iuh.edu.vn,276816478,57
19337151,Phan Thị Bích Quy,KTPM15A,quy.19337151@student.iuh.edu.vn,373203566,176
19337161,Nguyễn Thị Mỹ Quyên,HTTT15C,quyen.19337161@student.iuh.edu.vn,629127253,135
19337171,Nguyễn Thị Mỹ Quyên,KTPM15A,quyen.19337171@student.iuh.edu.vn,518581087,44
19337181,Phạm Hoàng Quyên,KHDL15A,quyen.19337181@student.iuh.edu.vn,843183029,262
19337191,Phạm Ngọc Hà Quyên,KTPM15B,quyen.19337191@student.iuh.edu.vn,651715062,282
19337201,TrầN Thị ThúY QuỳNh,HTTT15A,quỳnh.19337201@student.iuh.edu.vn,381180821,74
19337211,Lê Thị Như Quỳnh,HTTT15B,quynh.19337211@student.iuh.edu.vn,954524220,230
19337221,Lê Thị Xuân Quỳnh,HTTT15C,quynh.19337221@student.iuh.edu.vn,484245086,176
19337231,Lương Trúc Quỳnh,KHDL15B,quynh.19337231@student.iuh.edu.vn,375097981,192
19337241,Nguyễn Trúc Quỳnh,HTTT15A,quynh.19337241@student.iuh.edu.vn,793866252,152
19337251,Võ Xuân Quỳnh,HTTT15B,quynh.19337251@student.iuh.edu.vn,959179859,197
19337261,Lương Thị Ry,HTTT15A,ry.19337261@student.iuh.edu.vn,794706244,85
19337271,Huỳnh Bá Sang,KHDL15B,sang.19337271@student.iuh.edu.vn,397971107,116
19337281,Huỳnh Thị Sang,HTTT15B,sang.19337281@student.iuh.edu.vn,375447958,180
19337291,Shon Seongmin,KHMT15A,seongmin.19337291@student.iuh.edu.vn,404512476,270
19337301,Vũ Thị Sen,HTTT15A,sen.19337301@student.iuh.edu.vn,240896918,193
19337311,Đoàn Hữu Sơn,KTPM15B,son.19337311@student.iuh.edu.vn,674229356,167
19337321,Châu Thị Ngọc Sương,KHDL15B,suong.19337321@student.iuh.edu.vn,502271867,19
19337331,Lư Thị Ngọc Sương,KHDL15A,suong.19337331@student.iuh.edu.vn,601716789,241
19337341,Nguyễn Quỳnh Sương,HTTT15A,suong.19337341@student.iuh.edu.vn,840246658,231
19337351,Trương Thị Thu Sương,KTPM15A,suong.19337351@student.iuh.edu.vn,697296898,248
19337361,Jang Sunghoon,HTTT15B,sunghoon.19337361@student.iuh.edu.vn,687030625,136
19337371,Phạm Thanh Tài,KHDL15A,tai.19337371@student.iuh.edu.vn,423662150,58
19337381,Lưu Thị Thanh Tâm,KHMT15A,tam.19337381@student.iuh.edu.vn,644264552,275
19337391,Ngô Thị Tâm,KTPM15B,tam.19337391@student.iuh.edu.vn,439170054,64
19337401,Nguyễn Hà Thanh Tâm,KHMT15A,tam.19337401@student.iuh.edu.vn,883721517,110
19337411,Nguyễn Huỳnh Tâm,HTTT15B,tam.19337411@student.iuh.edu.vn,411989804,46
19337421,Nguyễn Thị Minh Tâm,HTTT15B,tam.19337421@student.iuh.edu.vn,344156515,68
19337431,Nguyễn Thị Minh Tâm,HTTT15A,tam.19337431@student.iuh.edu.vn,533889235,253
19337441,Nguyễn Thị Thanh Tâm,KHMT15A,tam.19337441@student.iuh.edu.vn,873511389,270
19337451,Nguyễn Thị Thanh Tâm,KTPM15A,tam.19337451@student.iuh.edu.vn,761332658,79
19337461,Phan Thị Tâm,KHMT15A,tam.19337461@student.iuh.edu.vn,279982824,286
19337471,Tống Thị Mai Tâm,KHDL15A,tam.19337471@student.iuh.edu.vn,834369018,113
19337481,Trần Thị Tâm,HTTT15B,tam.19337481@student.iuh.edu.vn,262929019,276
19337491,Trần Thị Thanh Tâm,HTTT15B,tam.19337491@student.iuh.edu.vn,786823754,183
19337501,Vương Thị Thanh Tâm,KHMT15A,tam.19337501@student.iuh.edu.vn,448836409,285
19337511,Vương Thị Thanh Tâm,KTPM15A,tam.19337511@student.iuh.edu.vn,865652706,130
19337521,Lê Nhật Tân,HTTT15B,tan.19337521@student.iuh.edu.vn,402116824,77
19337531,Lương Thế Tâng,HTTT15B,tang.19337531@student.iuh.edu.vn,226860253,94
19337541,Đàm Nguyễn Thanh Thanh,KTPM15B,thanh.19337541@student.iuh.edu.vn,725966903,85
19337551,Đặng Xuân Linh Thanh,KHDL15A,thanh.19337551@student.iuh.edu.vn,944003335,290
19337561,Hoàng Thị Thanh,KHDL15A,thanh.19337561@student.iuh.edu.vn,858047483,13
19337571,Phan Bá Thanh,KTPM15B,thanh.19337571@student.iuh.edu.vn,509282668,262
19337581,Trần Thị Thanh,HTTT15C,thanh.19337581@student.iuh.edu.vn,269055788,248
19337591,Trần Thị Giang Thanh,KTPM15B,thanh.19337591@student.iuh.edu.vn,264495677,46
19337601,Vũ Thị Thái Thanh,HTTT15C,thanh.19337601@student.iuh.edu.vn,582948062,38
19337611,Dương Chí Thành,KHMT15B,thanh.19337611@student.iuh.edu.vn,415662076,114
19337621,Lê Tất Thành,KTPM15A,thanh.19337621@student.iuh.edu.vn,370127586,294
19337631,Nguyễn Thị Ngọc Thành,KHMT15B,thanh.19337631@student.iuh.edu.vn,482316732,150
19337641,Bùi Thị Uyên Thảo,HTTT15A,thao.19337641@student.iuh.edu.vn,460769237,84
19337651,Dương Thị Thu Thảo,HTTT15B,thao.19337651@student.iuh.edu.vn,783076564,13
19337661,Dương Thu Thảo,KHMT15B,thao.19337661@student.iuh.edu.vn,697694860,38
19337671,Hồ Thị Phương Thảo,KHDL15B,thao.19337671@student.iuh.edu.vn,379941980,43
19337681,Hồ Tống Hàn Thảo,KTPM15A,thao.19337681@student.iuh.edu.vn,806488503,104
19337691,Huỳnh Phương Thảo,KHMT15A,thao.19337691@student.iuh.edu.vn,976826582,207
19337701,Lê Phương Thảo,KTPM15B,thao.19337701@student.iuh.edu.vn,696560530,256
19337711,Lưu Phan Phước Thảo,KHDL15B,thao.19337711@student.iuh.edu.vn,974953064,220
19337721,Ngô Nguyên Thảo,KHMT15B,thao.19337721@student.iuh.edu.vn,440224967,180
19337731,Nguyễn Ngọc Thảo,HTTT15B,thao.19337731@student.iuh.edu.vn,290856326,167
19337741,Nguyễn Thị Hồng Thảo,KTPM15B,thao.19337741@student.iuh.edu.vn,922048207,249
19337751,Nguyễn Thị Thạch Thảo,KHDL15A,thao.19337751@student.iuh.edu.vn,538185125,248
19337761,Nguyễn Thị Thu Thảo,KHMT15B,thao.19337761@student.iuh.edu.vn,688043258,72
19337771,Nguyễn Thị Thu Thảo,KHDL15B,thao.19337771@student.iuh.edu.vn,307996790,94
19337781,Phạm Thị Thảo,KHMT15A,thao.19337781@student.iuh.edu.vn,711615983,262
19337791,Phạm Thị Phương Thảo,KTPM15B,thao.19337791@student.iuh.edu.vn,351180719,26
19337801,Phạm Thị Thanh Thảo,HTTT15B,thao.19337801@student.iuh.edu.vn,559032313,188
19337811,Phan Trần Phương Thảo,KHDL15A,thao.19337811@student.iuh.edu.vn,993645055,151
19337821,Phương Thị Thảo,KHDL15A,thao.19337821@student.iuh.edu.vn,883279734,84
19337831,Phương Thị Thảo,HTTT15B,thao.19337831@student.iuh.edu.vn,544751873,261
19337841,Trần Nguyên Thảo,HTTT15B,thao.19337841@student.iuh.edu.vn,645916733,5
19337851,Trần Phương Thảo,KHDL15A,thao.19337851@student.iuh.edu.vn,954385839,265
19337861,Trần Thị Diễm Thảo,KHDL15B,thao.19337861@student.iuh.edu.vn,328922088,87
19337871,Trương Thị Phương Thảo,KHDL15B,thao.19337871@student.iuh.edu.vn,656845842,187
19337881,Võ Thị Phương Thảo,KTPM15B,thao.19337881@student.iuh.edu.vn,969106922,149
19337891,Vũ Thị Phương Thảo,KHMT15A,thao.19337891@student.iuh.edu.vn,290942540,7
19337901,Hoàng Thị Hồng Thắm,KHDL15B,tham.19337901@student.iuh.edu.vn,288063981,276
19337911,Lê Thị Thắm,HTTT15C,tham.19337911@student.iuh.edu.vn,759277039,83
19337921,Nguyễn Đình Thắng,KHDL15A,thang.19337921@student.iuh.edu.vn,591562425,210
19337931,Nguyễn Đình Thắng,KHDL15B,thang.19337931@student.iuh.edu.vn,633040041,207
19337941,Nguyễn Quang Thắng,KHMT15B,thang.19337941@student.iuh.edu.vn,276308358,299
19337951,Nguyễn Xuân Thắng,KHMT15A,thang.19337951@student.iuh.edu.vn,293091734,173
19337961,Lê Anh Thi,HTTT15B,thi.19337961@student.iuh.edu.vn,297004239,167
19337971,Nguyễn Đình Thi,KHMT15A,thi.19337971@student.iuh.edu.vn,392777289,64
19337981,Nguyễn Thị Hoài Thi,HTTT15A,thi.19337981@student.iuh.edu.vn,420066348,209
19337991,Nguyễn Thị Hoài Thi,HTTT15C,thi.19337991@student.iuh.edu.vn,308439711,252
19338001,Phạm Lê Anh Thi,HTTT15C,thi.19338001@student.iuh.edu.vn,613884218,91
19338011,Hồ Kim Lưu Thông,HTTT15A,thong.19338011@student.iuh.edu.vn,864738521,214
19338021,Hồ Kim Lưu Thông,HTTT15B,thong.19338021@student.iuh.edu.vn,222348342,71
19338031,Pơloong Thị Thơ,HTTT15A,tho.19338031@student.iuh.edu.vn,648859604,236
19338041,Nguyễn Thị Thơm,KHDL15A,thom.19338041@student.iuh.edu.vn,455509222,71
19338051,Đặng Ánh Thư,HTTT15B,thu.19338051@student.iuh.edu.vn,843472338,247
19338061,Đỗ Xuân Anh Thư,KHMT15B,thu.19338061@student.iuh.edu.vn,849328200,33
19338071,Huỳnh Minh Anh Thư,KTPM15A,thu.19338071@student.iuh.edu.vn,482658751,179
19338081,Lê Thị Ái Thư,KTPM15A,thu.19338081@student.iuh.edu.vn,676183942,17
19338091,Nguyễn Thị Minh Thư,HTTT15B,thu.19338091@student.iuh.edu.vn,621668436,42
19338101,Nguyễn Thị Minh Thư,HTTT15A,thu.19338101@student.iuh.edu.vn,764609703,57
19338111,Lê Thị Thu Thương,KHDL15A,thuong.19338111@student.iuh.edu.vn,242416790,225
19338121,Nguyễn Thị Thương,KHMT15A,thuong.19338121@student.iuh.edu.vn,445354875,178
19338131,Nguyễn Thị Thương,HTTT15C,thuong.19338131@student.iuh.edu.vn,473050407,37
19338141,Nguyễn Thị Thương,KTPM15A,thuong.19338141@student.iuh.edu.vn,685958728,14
19338151,Nguyễn Thị Thanh Thương,KHMT15B,thuong.19338151@student.iuh.edu.vn,326362064,243
19338161,Trần Ngọc Thương,HTTT15A,thuong.19338161@student.iuh.edu.vn,477956391,210
19338171,Lâm Thị Thu,KTPM15B,thu.19338171@student.iuh.edu.vn,527597973,113
19338181,Lê Thị Yến Thu,HTTT15A,thu.19338181@student.iuh.edu.vn,296555553,44
19338191,Mai Thị Thu,KHDL15B,thu.19338191@student.iuh.edu.vn,248608345,175
19338201,Ngô Thị Lệ Thu,KHMT15A,thu.19338201@student.iuh.edu.vn,792015659,55
19338211,Phạm Minh Thu,HTTT15B,thu.19338211@student.iuh.edu.vn,225462627,272
19338221,Trần Hoàng Thanh Thu,HTTT15A,thu.19338221@student.iuh.edu.vn,606255873,220
19338231,Hồ Thị Bích Thuận,HTTT15A,thuan.19338231@student.iuh.edu.vn,306257416,87
19338241,Nguyễn Thị Bích Thuận,HTTT15A,thuan.19338241@student.iuh.edu.vn,821929280,106
19338251,Trương Thị Mỹ Thuận,KHMT15B,thuan.19338251@student.iuh.edu.vn,510690091,163
19338261,Nguyễn Thị Thuỳ,KHMT15B,thuy.19338261@student.iuh.edu.vn,254703899,162
19338271,Hồ Phương Thuỷ,HTTT15B,thuy.19338271@student.iuh.edu.vn,704084079,165
19338281,Nguyễn Thị Thuỷ,HTTT15A,thuy.19338281@student.iuh.edu.vn,880948716,127
19338291,Dương Thị Thủy,HTTT15B,thuy.19338291@student.iuh.edu.vn,585623062,260
19338301,Huỳnh Thị Thanh Thủy,KTPM15A,thuy.19338301@student.iuh.edu.vn,647877706,75
19338311,Lê Thị Lệ Thủy,HTTT15A,thuy.19338311@student.iuh.edu.vn,970175227,143
19338321,Phạm Lê Thu Thủy,KHMT15B,thuy.19338321@student.iuh.edu.vn,992505583,159
19338331,Lê Thị Thúy,KHDL15B,thuy.19338331@student.iuh.edu.vn,829155114,287
19338341,Nguyễn Thị Thúy,HTTT15B,thuy.19338341@student.iuh.edu.vn,311464244,67
19338351,Phạm Phương Thúy,KHDL15B,thuy.19338351@student.iuh.edu.vn,983575528,214
19338361,Nguyễn Văn Thứ,HTTT15B,thu.19338361@student.iuh.edu.vn,737680297,238
19338371,Hồ Mỹ Tiên,KTPM15A,tien.19338371@student.iuh.edu.vn,290507065,243
19338381,Nguyễn Thị Thanh Tiên,HTTT15B,tien.19338381@student.iuh.edu.vn,425774224,266
19338391,Nguyễn Thị Thủy Tiên,KHMT15A,tien.19338391@student.iuh.edu.vn,948670037,49
19338401,Phan Thị Thủy Tiên,KTPM15B,tien.19338401@student.iuh.edu.vn,680760658,166
19338411,Trần Thị Thủy Tiên,HTTT15B,tien.19338411@student.iuh.edu.vn,701029873,125
19338421,Trần Thị Thủy Tiên,KTPM15B,tien.19338421@student.iuh.edu.vn,914863914,59
19338431,Trần Thành Tỉnh,HTTT15A,tinh.19338431@student.iuh.edu.vn,300001003,8
19338441,Huỳnh Kim Tín,KHMT15A,tin.19338441@student.iuh.edu.vn,579939874,242
19338451,Mai Thế Toàn,KHDL15B,toan.19338451@student.iuh.edu.vn,404764298,8
19338461,Nguyễn Võ Anh Toàn,HTTT15A,toan.19338461@student.iuh.edu.vn,400427703,108
19338471,Dương Thị Thu Trang,HTTT15A,trang.19338471@student.iuh.edu.vn,403564681,292
19338481,Đặng Thị Trang,KHDL15B,trang.19338481@student.iuh.edu.vn,399543988,288
19338491,Đặng Thị Trang,KTPM15A,trang.19338491@student.iuh.edu.vn,336552615,186
19338501,Đoàn Thị Thu Trang,KTPM15A,trang.19338501@student.iuh.edu.vn,824766024,7
19338511,Hà Thị Thu Trang,HTTT15C,trang.19338511@student.iuh.edu.vn,394970826,179
19338521,Lê Thị Trang,HTTT15C,trang.19338521@student.iuh.edu.vn,335699420,34
19338531,Lê Thị Thảo Trang,HTTT15A,trang.19338531@student.iuh.edu.vn,907592280,84
19338541,Lê Thị Thuỳ Trang,HTTT15A,trang.19338541@student.iuh.edu.vn,704497460,102
19338551,Lương Thị Trang,KHMT15A,trang.19338551@student.iuh.edu.vn,328909606,136
19338561,Lương Thị Trang,KHMT15A,trang.19338561@student.iuh.edu.vn,964538880,34
19338571,Mai Thị Huyền Trang,HTTT15A,trang.19338571@student.iuh.edu.vn,923388503,39
19338581,Nguyễn Thị Huyền Trang,KHMT15B,trang.19338581@student.iuh.edu.vn,976179771,261
19338591,Nguyễn Thị Huyền Trang,HTTT15B,trang.19338591@student.iuh.edu.vn,664013736,39
19338601,Nguyễn Thu Trang,KHMT15A,trang.19338601@student.iuh.edu.vn,500441643,142
19338611,Nguyễn Xuân Trang,HTTT15A,trang.19338611@student.iuh.edu.vn,278276375,85
19338621,Ninh Thị Trang,HTTT15B,trang.19338621@student.iuh.edu.vn,486692650,294
19338631,Trần Thu Trang,HTTT15C,trang.19338631@student.iuh.edu.vn,319019067,262
19338641,Trương Thị Huyền Trang,KHDL15A,trang.19338641@student.iuh.edu.vn,768023265,42
19338651,Đặng Ngọc Trâm,KTPM15B,tram.19338651@student.iuh.edu.vn,519405987,205
19338661,Hà Bảo Trâm,HTTT15C,tram.19338661@student.iuh.edu.vn,498542001,90
19338671,Lê Thị Nữ Trâm,KHMT15B,tram.19338671@student.iuh.edu.vn,699984174,64
19338681,Lê Thị Thùy Trâm,KHDL15A,tram.19338681@student.iuh.edu.vn,551398411,52
19338691,Mai Thị Bích Trâm,HTTT15A,tram.19338691@student.iuh.edu.vn,930126962,79
19338701,Mai Thị Bích Trâm,KHDL15B,tram.19338701@student.iuh.edu.vn,288404787,119
19338711,Ngô Nhật Trâm,KHMT15B,tram.19338711@student.iuh.edu.vn,410571761,130
19338721,Ngô Thị Bích Trâm,HTTT15B,tram.19338721@student.iuh.edu.vn,603297015,96
19338731,Ngô Thị Bích Trâm,KTPM15B,tram.19338731@student.iuh.edu.vn,578056040,68
19338741,Nguyễn Huyền Trâm,KHDL15A,tram.19338741@student.iuh.edu.vn,376673136,49
19338751,Nguyễn Thị Phương Trâm,HTTT15B,tram.19338751@student.iuh.edu.vn,672454147,251
19338761,Nguyễn Thị Thảo Trâm,HTTT15A,tram.19338761@student.iuh.edu.vn,598758767,233
19338771,Đặng Thị Bảo Trân,KHMT15B,tran.19338771@student.iuh.edu.vn,343789694,136
